Stress_Level,Mood,Anxiety_Level,Sleep_Quality,Social_Interaction,Screen_Time_Hours,Productivity_Level,Routine_Consistency,Exercise_Frequency,Diet_Quality,Workload_Level,mental_health_status
High,Neutral,Low,Average,Medium,8.3,Medium,Consistent,None,Poor,Medium,1
Low,Anxious,Low,Average,Low,10.7,High,Irregular,Regular,Poor,Medium,0
Low,Happy,High,Average,High,7.1,Low,Consistent,Regular,Healthy,Low,2
High,Anxious,High,Good,Medium,7.0,Medium,Consistent,Regular,Average,High,2
Medium,Anxious,Medium,Good,High,7.3,Low,Irregular,Regular,Healthy,Low,1
Low,Neutral,Low,Poor,High,3.7,Medium,Consistent,Occasional,Average,Low,0
Low,Anxious,Medium,Poor,Low,7.4,High,Moderate,None,Average,Low,1
Medium,Anxious,Low,Poor,High,11.1,High,Consistent,None,Average,High,2
Medium,Sad,Medium,Average,Medium,1.9,Medium,Moderate,Regular,Poor,High,1
High,Anxious,Low,Good,High,2.9,Low,Consistent,Occasional,Average,High,2
High,Happy,Low,Average,High,8.9,High,Irregular,Occasional,Average,Medium,1
Medium,Anxious,Low,Poor,Low,11.6,Medium,Consistent,None,Average,Medium,1
High,Anxious,High,Poor,Medium,4.1,High,Irregular,None,Poor,High,3
High,Happy,Medium,Poor,Low,11.7,Medium,Irregular,None,Poor,High,3
Low,Sad,Low,Good,Low,1.8,High,Moderate,Regular,Healthy,High,0
High,Anxious,High,Good,High,1.8,Medium,Irregular,Regular,Average,Low,1
High,Anxious,Medium,Good,High,4.0,Low,Irregular,None,Average,High,3
Low,Sad,High,Poor,Medium,9.2,High,Consistent,None,Poor,High,3
High,Neutral,High,Good,High,11.9,Medium,Irregular,Regular,Poor,High,2
High,Neutral,High,Poor,High,3.3,High,Irregular,Regular,Healthy,Medium,2
Low,Happy,Medium,Poor,Medium,6.3,Medium,Moderate,Occasional,Healthy,Low,0
Medium,Anxious,Medium,Average,Medium,12.0,Medium,Consistent,Occasional,Healthy,High,1
High,Happy,Medium,Average,Medium,3.8,Low,Consistent,Regular,Poor,Low,2
Low,Sad,High,Good,Medium,11.0,High,Consistent,None,Average,Medium,1
Low,Neutral,Low,Average,High,8.9,High,Moderate,Regular,Average,Medium,0
Medium,Happy,Medium,Poor,Medium,10.3,Low,Irregular,None,Average,Medium,2
High,Sad,Medium,Average,High,10.8,Low,Moderate,None,Poor,Medium,2
Medium,Anxious,Low,Average,Medium,2.8,Medium,Irregular,None,Poor,High,1
Medium,Happy,Medium,Poor,High,4.7,High,Consistent,Occasional,Healthy,Medium,1
Medium,Neutral,Medium,Average,Medium,10.2,Medium,Irregular,Occasional,Poor,Medium,1
Low,Sad,High,Good,Low,7.3,Medium,Moderate,Occasional,Average,High,1
High,Anxious,High,Poor,Low,11.3,Low,Irregular,Regular,Average,Low,2
Medium,Anxious,Low,Poor,Medium,11.4,High,Consistent,Occasional,Average,High,1
Low,Sad,Low,Good,High,8.4,High,Irregular,None,Average,Low,0
High,Neutral,Low,Poor,High,2.8,High,Moderate,Occasional,Healthy,Low,2
Medium,Sad,Low,Average,Medium,5.9,High,Consistent,Regular,Healthy,Low,0
Medium,Happy,Low,Good,High,11.4,High,Consistent,Occasional,Poor,Low,0
High,Sad,Low,Average,High,4.5,Medium,Consistent,Regular,Average,High,2
High,Sad,Low,Average,Low,11.3,High,Consistent,Regular,Healthy,Medium,1
Medium,Happy,Low,Poor,Low,6.8,High,Consistent,Regular,Healthy,Medium,0
Low,Sad,Low,Poor,High,6.3,Medium,Consistent,None,Poor,High,2
Low,Sad,Medium,Good,High,9.9,Low,Consistent,Occasional,Healthy,Medium,0
Medium,Anxious,Low,Good,High,10.7,High,Moderate,Regular,Poor,Medium,0
High,Neutral,Low,Average,High,10.0,Medium,Moderate,Occasional,Poor,Medium,1
High,Neutral,Low,Good,Low,5.4,Medium,Irregular,Regular,Average,High,1
Low,Neutral,Medium,Average,High,6.2,High,Irregular,Regular,Average,Medium,0
Medium,Happy,Medium,Poor,High,10.6,Medium,Consistent,Regular,Healthy,Low,1
Medium,Sad,High,Good,Low,8.8,Medium,Consistent,None,Poor,Medium,1
Low,Anxious,Medium,Poor,Low,9.3,Low,Irregular,None,Average,High,3
Low,Neutral,Low,Poor,High,10.9,Medium,Consistent,Occasional,Healthy,High,1
Medium,Sad,Medium,Good,Medium,9.9,Low,Moderate,Occasional,Poor,Medium,1
Low,Happy,Medium,Average,High,11.0,Low,Irregular,None,Poor,High,2
High,Sad,Low,Average,Medium,1.8,High,Irregular,Occasional,Healthy,Medium,1
Low,Anxious,Medium,Average,High,10.0,Medium,Irregular,None,Poor,High,1
High,Happy,Low,Average,Medium,7.2,High,Irregular,Regular,Healthy,High,2
High,Happy,Low,Good,High,1.1,Low,Irregular,Regular,Healthy,Low,1
High,Anxious,Medium,Average,High,4.4,Medium,Irregular,Regular,Healthy,Low,1
Medium,Happy,High,Good,Medium,2.0,Low,Irregular,Regular,Healthy,Medium,1
Low,Happy,High,Average,High,10.3,Low,Moderate,Occasional,Healthy,Medium,1
High,Neutral,Low,Good,Low,9.5,Medium,Moderate,Occasional,Poor,Low,1
Low,Neutral,Low,Good,High,1.9,Medium,Irregular,Occasional,Average,Low,0
Low,Neutral,High,Poor,Low,7.2,Low,Irregular,Regular,Poor,Medium,1
High,Anxious,High,Average,High,11.8,Medium,Moderate,None,Healthy,Low,2
Medium,Neutral,Low,Poor,High,11.3,Low,Irregular,Regular,Poor,Medium,1
High,Sad,Medium,Poor,High,5.8,Medium,Consistent,Occasional,Average,Medium,1
High,Neutral,Medium,Poor,Medium,3.1,Medium,Irregular,Occasional,Average,High,2
Medium,Happy,Low,Average,Low,9.7,Medium,Moderate,Regular,Healthy,Low,0
Low,Neutral,High,Poor,High,3.5,Low,Consistent,Regular,Healthy,Medium,2
Medium,Sad,Medium,Average,Low,4.3,High,Consistent,None,Average,Low,1
Medium,Happy,Medium,Poor,High,11.6,High,Irregular,Regular,Healthy,Medium,0
High,Happy,Medium,Good,Low,1.1,Medium,Moderate,Regular,Poor,Medium,0
Low,Sad,High,Good,High,7.1,Medium,Irregular,None,Healthy,Low,1
High,Happy,High,Good,Low,2.7,Low,Consistent,Regular,Average,High,2
Low,Anxious,Low,Average,Low,6.3,High,Consistent,Occasional,Poor,Medium,0
High,Neutral,Low,Poor,Medium,7.5,Medium,Consistent,None,Average,Low,1
Medium,Neutral,Medium,Good,Medium,6.5,Low,Irregular,Occasional,Poor,Medium,1
Medium,Anxious,Low,Good,Medium,5.6,Low,Irregular,None,Healthy,Medium,1
Medium,Neutral,High,Poor,Low,9.4,Medium,Moderate,Occasional,Poor,Low,1
Low,Neutral,High,Good,Medium,5.1,High,Consistent,Occasional,Average,Low,1
Medium,Anxious,Low,Poor,Low,1.9,High,Consistent,Occasional,Average,Medium,1
High,Sad,High,Poor,High,11.6,Low,Moderate,Regular,Healthy,Medium,2
Low,Sad,Medium,Poor,High,10.5,High,Irregular,Regular,Poor,Medium,1
Medium,Happy,Medium,Good,High,2.5,High,Consistent,Occasional,Healthy,Medium,0
Medium,Happy,High,Good,High,4.1,Medium,Moderate,Occasional,Poor,High,1
High,Anxious,Low,Good,Medium,10.6,Low,Consistent,Regular,Average,Low,1
High,Neutral,Medium,Good,High,1.2,Medium,Consistent,Occasional,Poor,Low,1
Medium,Neutral,High,Poor,Low,9.8,Low,Consistent,Regular,Average,Medium,2
Low,Neutral,High,Poor,Medium,10.8,High,Irregular,Regular,Healthy,Low,1
Medium,Sad,Medium,Average,Medium,7.3,High,Consistent,None,Average,Medium,1
High,Neutral,High,Average,Medium,7.4,Low,Irregular,None,Poor,High,3
Low,Happy,Low,Poor,Medium,8.2,Medium,Consistent,Occasional,Poor,High,1
Medium,Neutral,Medium,Average,High,11.0,High,Consistent,Occasional,Average,High,1
High,Happy,Low,Poor,High,2.4,Low,Irregular,Occasional,Average,Medium,2
High,Anxious,Medium,Average,High,4.6,High,Irregular,Regular,Poor,High,2
Medium,Sad,Low,Good,Low,3.6,Medium,Irregular,Regular,Healthy,Low,0
High,Happy,Low,Poor,High,10.6,High,Consistent,None,Healthy,High,2
Medium,Neutral,Low,Average,Low,1.2,Low,Consistent,None,Average,Low,1
Low,Anxious,Medium,Poor,High,6.6,High,Consistent,Regular,Poor,Low,1
Low,Anxious,Medium,Good,Medium,6.5,Medium,Moderate,Regular,Average,Low,0
Low,Neutral,High,Poor,High,10.5,Medium,Consistent,Regular,Average,Medium,1
Medium,Anxious,High,Poor,Low,3.4,Low,Consistent,None,Healthy,Low,3
Medium,Anxious,Medium,Average,High,2.2,Medium,Moderate,Occasional,Poor,High,1
Medium,Anxious,High,Average,High,8.6,Low,Irregular,Occasional,Healthy,Medium,2
High,Happy,Low,Poor,High,11.2,High,Irregular,Regular,Poor,High,1
High,Neutral,High,Average,High,5.3,Low,Moderate,Occasional,Average,High,3
High,Neutral,Medium,Poor,Medium,4.6,Medium,Moderate,Occasional,Healthy,High,2
Low,Neutral,Medium,Poor,Low,8.6,High,Irregular,Occasional,Poor,High,1
High,Anxious,Medium,Poor,High,6.4,Medium,Moderate,Occasional,Healthy,Medium,2
Low,Anxious,High,Average,High,7.1,Medium,Consistent,None,Average,Medium,1
High,Happy,High,Good,High,3.5,Medium,Moderate,Occasional,Average,Low,2
High,Anxious,Low,Poor,High,10.1,Medium,Moderate,Occasional,Poor,High,2
High,Sad,Low,Good,Low,3.8,Low,Consistent,Occasional,Healthy,High,2
Low,Sad,High,Poor,High,4.6,Medium,Moderate,Occasional,Poor,High,2
Medium,Anxious,Medium,Poor,Low,5.2,High,Irregular,Regular,Healthy,Medium,1
High,Anxious,Medium,Good,Low,4.2,High,Consistent,Regular,Poor,High,1
Medium,Anxious,Low,Good,Low,2.7,High,Consistent,Occasional,Healthy,Low,0
Low,Neutral,Medium,Average,Low,7.4,Medium,Irregular,Occasional,Healthy,High,1
Medium,Anxious,Low,Average,Low,5.5,High,Irregular,None,Healthy,High,2
Medium,Sad,Low,Average,Low,2.7,High,Moderate,Regular,Poor,High,1
Medium,Neutral,Medium,Good,Medium,8.6,Low,Moderate,Occasional,Poor,High,2
Low,Anxious,Low,Average,Medium,7.8,High,Irregular,None,Average,Medium,1
High,Anxious,High,Average,High,7.7,High,Moderate,Regular,Healthy,Low,1
High,Anxious,Low,Poor,Low,9.0,Low,Irregular,Regular,Average,High,2
High,Happy,High,Average,Medium,6.1,Medium,Irregular,Regular,Average,Low,2
High,Sad,Medium,Average,High,8.3,High,Moderate,None,Poor,High,3
Medium,Anxious,Medium,Good,Medium,5.3,Medium,Moderate,None,Healthy,High,1
Low,Neutral,Medium,Poor,Medium,8.9,Medium,Irregular,None,Average,Low,1
Medium,Happy,Medium,Good,Medium,1.4,Low,Consistent,Occasional,Average,Medium,1
High,Anxious,High,Good,Medium,8.6,High,Consistent,Regular,Poor,High,2
Low,Sad,Medium,Good,High,8.6,Low,Irregular,Regular,Average,High,1
High,Anxious,Medium,Good,High,3.4,Low,Moderate,None,Average,Medium,2
Low,Sad,Medium,Good,Low,5.2,Low,Irregular,Occasional,Healthy,Medium,0
High,Sad,Low,Average,Low,6.1,Low,Irregular,None,Healthy,Medium,2
High,Happy,High,Average,Medium,11.5,High,Irregular,None,Poor,High,3
High,Anxious,Low,Good,Low,10.2,High,Irregular,None,Average,High,1
Medium,Neutral,High,Poor,High,8.2,Low,Moderate,Regular,Average,Medium,2
Low,Anxious,High,Poor,Medium,4.5,High,Moderate,Regular,Poor,Low,1
High,Anxious,Low,Poor,High,11.0,Medium,Moderate,None,Healthy,Low,1
Medium,Neutral,High,Good,High,1.3,High,Irregular,Regular,Average,Low,1
Medium,Anxious,Low,Average,Medium,3.4,High,Moderate,Occasional,Poor,High,1
Medium,Happy,Medium,Good,Low,10.1,Medium,Consistent,None,Poor,Medium,1
High,Happy,Medium,Poor,High,6.2,Medium,Consistent,Occasional,Poor,Low,1
Low,Anxious,Medium,Poor,High,9.5,Medium,Irregular,Occasional,Average,High,1
Low,Anxious,High,Poor,High,5.3,Medium,Irregular,Regular,Average,Medium,1
High,Sad,High,Poor,High,4.2,Low,Irregular,Regular,Average,Low,2
Medium,Happy,Medium,Poor,High,7.1,Medium,Consistent,None,Healthy,High,2
High,Anxious,Medium,Good,Medium,3.6,Low,Consistent,Regular,Poor,Low,1
Medium,Neutral,Low,Good,High,4.5,High,Consistent,Regular,Healthy,Low,0
Low,Neutral,High,Poor,Low,3.9,Medium,Irregular,Occasional,Average,Low,1
Low,Neutral,Low,Poor,High,8.3,Medium,Irregular,None,Healthy,Medium,1
High,Sad,Medium,Poor,Low,7.8,Low,Consistent,Occasional,Poor,Low,3
Low,Neutral,High,Good,Low,8.5,Low,Irregular,Regular,Healthy,Medium,1
Low,Neutral,Low,Good,Low,4.9,Low,Moderate,None,Average,Medium,1
High,Happy,Low,Poor,High,8.0,Medium,Irregular,None,Average,Medium,1
High,Anxious,Low,Poor,Low,3.3,High,Irregular,Regular,Average,Low,1
High,Happy,Low,Good,Medium,2.5,Low,Moderate,None,Average,Low,1
High,Neutral,Low,Good,High,1.4,Medium,Moderate,Regular,Average,Medium,0
High,Happy,High,Average,Medium,5.9,Medium,Consistent,Regular,Average,Low,1
Medium,Anxious,Medium,Average,Medium,8.8,High,Consistent,None,Average,Low,1
High,Happy,Low,Good,Medium,7.1,High,Moderate,Regular,Average,Low,0
Medium,Sad,High,Poor,High,7.6,High,Irregular,None,Average,High,3
High,Sad,Low,Good,Medium,10.5,High,Consistent,None,Poor,Low,1
Medium,Happy,High,Poor,Low,6.0,High,Consistent,None,Healthy,High,3
Medium,Neutral,Low,Average,High,6.3,Medium,Irregular,None,Average,Low,1
Medium,Sad,Low,Poor,High,3.7,Medium,Consistent,None,Healthy,High,2
Medium,Anxious,High,Poor,Low,10.6,Low,Consistent,None,Average,Medium,3
High,Sad,Medium,Average,High,6.6,Medium,Consistent,None,Poor,Medium,2
Medium,Sad,High,Poor,Medium,6.4,Low,Irregular,None,Healthy,Low,3
Low,Anxious,High,Poor,High,9.7,Medium,Moderate,Regular,Poor,High,2
Low,Anxious,High,Poor,Medium,6.8,Low,Moderate,None,Healthy,Medium,2
Medium,Anxious,High,Average,Low,6.0,Low,Consistent,None,Average,High,3
Low,Sad,High,Poor,Low,2.8,High,Irregular,Occasional,Healthy,High,2
High,Neutral,Low,Average,Medium,1.4,High,Consistent,Regular,Healthy,Low,0
High,Anxious,Medium,Poor,Medium,4.0,Low,Consistent,Regular,Average,Low,2
High,Sad,High,Good,Medium,4.3,Low,Irregular,Regular,Poor,Medium,2
High,Neutral,Medium,Poor,High,9.3,Low,Irregular,None,Average,Medium,3
Low,Anxious,Medium,Average,High,2.4,High,Moderate,None,Average,Low,1
Medium,Neutral,Low,Poor,Medium,4.5,High,Consistent,Regular,Average,Low,0
Low,Sad,Medium,Poor,High,3.2,Medium,Moderate,None,Average,Medium,1
High,Anxious,Medium,Average,High,9.9,Medium,Irregular,Occasional,Average,Low,1
Medium,Happy,Low,Good,High,6.0,Medium,Moderate,Occasional,Healthy,High,0
Medium,Sad,High,Good,High,8.0,Low,Irregular,Regular,Healthy,High,2
Medium,Neutral,Low,Good,High,10.9,Low,Moderate,None,Healthy,Low,1
High,Anxious,Medium,Poor,Low,2.8,High,Irregular,Occasional,Poor,Low,1
High,Neutral,Low,Good,Low,5.5,Low,Moderate,Occasional,Healthy,Low,1
High,Anxious,High,Average,Medium,10.3,Low,Moderate,None,Average,High,3
Low,Anxious,High,Average,Medium,5.9,High,Irregular,None,Poor,Low,1
Low,Sad,Medium,Poor,Low,9.4,High,Consistent,None,Healthy,High,2
Low,Happy,Medium,Average,Low,9.3,Medium,Irregular,Regular,Poor,Low,0
Medium,Anxious,High,Poor,Low,5.7,Low,Moderate,None,Poor,Low,2
Low,Sad,Medium,Good,High,8.0,Low,Moderate,None,Poor,High,1
High,Sad,Low,Average,High,1.1,Medium,Irregular,None,Average,Medium,2
Low,Happy,Low,Poor,Medium,1.5,Medium,Consistent,Occasional,Poor,Low,0
High,Neutral,Low,Poor,Low,5.4,High,Irregular,None,Poor,Low,2
Medium,Neutral,Low,Average,Low,9.0,High,Consistent,Occasional,Healthy,High,1
High,Neutral,Medium,Poor,High,9.3,Medium,Consistent,Occasional,Poor,Low,1
High,Anxious,Medium,Good,High,1.9,Medium,Moderate,Occasional,Healthy,High,2
Low,Anxious,Medium,Average,High,6.8,Medium,Consistent,Regular,Poor,Medium,0
High,Neutral,High,Average,Medium,7.0,High,Moderate,Regular,Average,Low,2
Low,Neutral,Medium,Average,High,2.5,Low,Moderate,None,Average,Medium,1
Low,Neutral,Low,Good,High,3.0,Medium,Consistent,Regular,Poor,Low,0
Medium,Sad,Medium,Average,Medium,11.3,Low,Moderate,Regular,Average,High,1
Low,Neutral,Medium,Average,Low,2.6,Low,Moderate,Regular,Poor,Medium,0
Low,Neutral,Low,Poor,High,6.2,Low,Moderate,Regular,Healthy,Low,0
Medium,Happy,Medium,Good,High,2.2,Medium,Moderate,Regular,Poor,Low,0
Medium,Neutral,Medium,Poor,High,2.3,High,Consistent,None,Average,Low,1
Medium,Neutral,Low,Poor,Medium,4.6,Medium,Moderate,None,Poor,Medium,1
Medium,Happy,Medium,Average,Low,8.8,High,Irregular,Occasional,Healthy,Medium,1
Medium,Anxious,Medium,Poor,High,6.5,Low,Consistent,Regular,Healthy,Low,2
High,Happy,Medium,Poor,High,10.8,Low,Irregular,Regular,Average,Low,2
High,Neutral,High,Good,High,6.8,High,Irregular,Regular,Average,Low,1
Medium,Anxious,Low,Poor,Medium,9.3,High,Consistent,None,Healthy,Medium,1
Medium,Sad,High,Average,High,11.1,High,Moderate,None,Average,Low,2
High,Happy,Low,Good,Low,3.6,High,Irregular,Regular,Average,Medium,0
High,Neutral,Low,Average,High,9.3,Medium,Moderate,Regular,Healthy,High,2
Medium,Happy,Medium,Average,Medium,1.6,Medium,Moderate,None,Poor,Low,1
High,Neutral,High,Poor,Low,10.1,High,Irregular,Occasional,Average,Low,3
Low,Anxious,Low,Average,High,8.1,High,Consistent,Occasional,Healthy,Low,0
Medium,Happy,Medium,Poor,Low,5.9,Medium,Moderate,Regular,Healthy,Medium,0
High,Happy,Medium,Good,High,8.4,Medium,Moderate,Occasional,Poor,Medium,1
Low,Happy,High,Poor,Low,7.3,Low,Moderate,Occasional,Healthy,Low,2
Low,Anxious,Medium,Poor,Low,9.3,High,Moderate,None,Average,Medium,1
High,Anxious,High,Average,Low,2.0,Low,Irregular,None,Average,Medium,3
Medium,Anxious,Low,Average,Medium,2.1,Low,Consistent,Regular,Poor,High,1
Low,Anxious,High,Good,Medium,8.6,Medium,Irregular,Regular,Poor,Low,0
Medium,Anxious,Low,Good,Low,7.5,Low,Irregular,None,Average,Low,1
Low,Neutral,High,Poor,Low,6.1,High,Irregular,Occasional,Poor,Medium,1
Low,Neutral,High,Poor,Low,6.3,High,Moderate,Regular,Poor,High,2
Medium,Anxious,Medium,Average,High,4.3,Low,Irregular,Occasional,Healthy,Medium,2
Low,Neutral,Medium,Average,High,5.6,High,Moderate,Occasional,Poor,Low,0
Medium,Neutral,Medium,Poor,Medium,2.1,Low,Consistent,None,Average,Medium,2
Medium,Anxious,Medium,Poor,Medium,8.6,Medium,Irregular,None,Poor,Medium,1
Medium,Anxious,Medium,Poor,Low,4.9,Low,Moderate,Regular,Poor,Medium,1
Low,Sad,Low,Good,Medium,11.2,Low,Moderate,Regular,Average,Low,0
Low,Anxious,Low,Average,Low,11.1,Low,Consistent,None,Average,Medium,1
Low,Anxious,Medium,Good,Medium,11.1,Low,Irregular,Occasional,Healthy,Low,1
Medium,Neutral,High,Good,Medium,1.2,High,Irregular,Occasional,Poor,Medium,1
Medium,Happy,Low,Poor,High,5.1,High,Consistent,None,Average,Low,1
Low,Sad,Low,Poor,Medium,2.3,High,Moderate,Regular,Poor,Low,0
Low,Sad,High,Poor,Medium,8.0,High,Consistent,Occasional,Poor,Low,1
Low,Happy,Low,Average,Medium,9.8,Medium,Consistent,Occasional,Poor,Medium,0
Medium,Happy,Medium,Good,Medium,5.3,Low,Irregular,Occasional,Healthy,High,2
Low,Anxious,Low,Poor,High,2.9,Medium,Moderate,None,Average,Medium,1
Medium,Anxious,High,Poor,Medium,3.2,High,Irregular,Regular,Average,Low,1
Medium,Happy,High,Good,Medium,11.3,High,Moderate,None,Average,Low,2
Low,Sad,Low,Good,High,7.6,Medium,Moderate,Regular,Healthy,Medium,0
High,Happy,Medium,Good,Low,6.1,Medium,Moderate,Regular,Average,Medium,1
Medium,Happy,High,Average,Medium,5.6,Medium,Irregular,None,Poor,Medium,1
Medium,Sad,High,Poor,Medium,11.4,Medium,Irregular,None,Poor,Low,2
High,Happy,Medium,Good,Low,10.2,Medium,Irregular,Occasional,Healthy,Medium,1
Low,Happy,Low,Average,Low,8.3,Low,Consistent,Regular,Average,High,1
Medium,Sad,Low,Good,Medium,6.7,Low,Consistent,Occasional,Healthy,Low,1
Medium,Sad,Low,Good,High,8.3,Low,Irregular,None,Average,Medium,1
Medium,Anxious,Low,Average,Medium,7.6,Medium,Irregular,Occasional,Average,High,1
High,Anxious,Low,Poor,Low,1.7,Low,Irregular,None,Average,Medium,2
Low,Neutral,Medium,Average,Low,4.9,Medium,Consistent,None,Poor,Low,1
Low,Anxious,Medium,Average,Low,6.3,High,Consistent,None,Poor,Medium,1
High,Sad,Medium,Poor,High,11.6,Low,Moderate,Regular,Average,Medium,2
Low,Anxious,Low,Average,High,7.9,Medium,Consistent,Occasional,Average,Medium,0
Medium,Happy,Medium,Good,Low,11.6,Medium,Irregular,Regular,Average,Low,0
Low,Anxious,Medium,Good,Low,4.9,High,Moderate,None,Average,Low,0
Medium,Neutral,High,Good,Low,8.0,Medium,Consistent,Regular,Healthy,Low,1
Low,Happy,Medium,Good,High,8.3,High,Moderate,Occasional,Average,Low,0
Medium,Happy,Low,Average,Low,8.0,Low,Moderate,None,Healthy,Medium,1
Medium,Sad,High,Poor,High,10.0,Low,Moderate,Occasional,Poor,High,3
High,Anxious,Low,Poor,High,2.0,Low,Consistent,Occasional,Healthy,High,3
High,Neutral,High,Good,Medium,2.2,Medium,Irregular,None,Average,Medium,2
High,Neutral,Low,Good,Medium,9.3,Low,Irregular,Occasional,Healthy,Low,1
Low,Sad,Medium,Good,Low,3.3,Medium,Moderate,None,Average,High,1
Low,Anxious,High,Average,High,2.3,Low,Moderate,None,Healthy,Low,2
High,Happy,Low,Average,High,4.5,High,Consistent,Regular,Poor,Low,1
Medium,Neutral,High,Average,Low,3.3,High,Moderate,Occasional,Average,High,2
Low,Happy,Medium,Poor,Low,8.5,Low,Moderate,None,Average,Medium,2
Low,Neutral,Low,Poor,Medium,5.5,Low,Moderate,Regular,Average,Low,1
High,Neutral,Medium,Average,Low,10.3,Low,Consistent,Regular,Healthy,High,2
Low,Neutral,Low,Good,Low,9.6,High,Consistent,Occasional,Poor,Medium,0
High,Sad,Medium,Average,Low,7.1,Low,Moderate,Occasional,Average,Low,2
High,Neutral,Low,Good,High,11.8,Low,Irregular,None,Poor,Medium,2
High,Happy,High,Good,Medium,2.4,Low,Irregular,None,Healthy,Medium,3
Medium,Sad,Low,Good,Medium,8.9,Medium,Irregular,Occasional,Healthy,High,1
Low,Anxious,Low,Poor,High,7.3,Medium,Irregular,Occasional,Average,Medium,0
High,Happy,Medium,Good,Low,6.2,Low,Consistent,None,Average,Medium,2
High,Anxious,Medium,Average,Low,7.4,High,Moderate,Occasional,Average,High,2
Medium,Anxious,Low,Poor,High,5.9,Medium,Consistent,None,Healthy,Medium,1
Medium,Sad,Medium,Poor,High,9.1,Medium,Irregular,Occasional,Healthy,Low,1
Medium,Anxious,High,Good,High,3.4,Medium,Moderate,None,Poor,High,2
High,Anxious,High,Good,High,6.2,Low,Irregular,None,Healthy,Low,3
High,Sad,High,Good,High,9.4,Medium,Consistent,None,Poor,Medium,2
Medium,Sad,Low,Poor,Low,8.7,High,Moderate,Regular,Average,Low,1
Medium,Neutral,High,Good,High,3.0,High,Consistent,None,Healthy,High,2
High,Anxious,Low,Average,High,7.3,High,Consistent,Occasional,Poor,Medium,1
Low,Neutral,Low,Average,Medium,4.4,Low,Consistent,Occasional,Average,Medium,0
Medium,Happy,Low,Average,High,2.6,Low,Moderate,None,Healthy,Medium,1
High,Sad,Low,Poor,High,7.0,High,Consistent,None,Average,High,2
High,Happy,Low,Average,Medium,5.4,High,Moderate,Occasional,Poor,High,2
Low,Anxious,High,Poor,Medium,10.9,Medium,Consistent,Occasional,Healthy,High,2
Medium,Anxious,Low,Average,Low,10.6,High,Moderate,Occasional,Poor,Low,1
High,Happy,Low,Good,Medium,11.0,High,Moderate,Occasional,Poor,Low,1
High,Happy,Medium,Poor,Medium,8.5,Medium,Moderate,Regular,Average,Low,1
High,Sad,Low,Poor,High,8.2,Low,Moderate,Occasional,Average,Low,2
High,Happy,Low,Poor,Medium,10.1,High,Irregular,Regular,Average,Low,1
Low,Neutral,High,Poor,Low,5.8,Low,Moderate,None,Average,Low,2
Low,Anxious,High,Good,High,8.2,Medium,Consistent,Occasional,Poor,Medium,1
Medium,Neutral,Low,Poor,Low,7.5,Medium,Moderate,Occasional,Healthy,Medium,0
